,kboTIME,x,y,z
0,2453356.848789486,-4491500415.995653,4720699475.942159,206777478.8430431
1,2453356.855499986,-4491484680.065341,4720696554.118055,206777480.6925183
2,2453356.8583702,-4491477949.40923,4720695307.359612,206777480.4710886
3,2453411.5454544974,-4381452019.778103,4761387803.319628,206767058.42871192
4,2453411.628453349,-4381338454.052217,4761532715.636168,206767712.43930793
5,2453411.6678627967,-4381284369.440067,4761601925.553825,206767877.81691357
6,2453471.527046529,-4375073994.845317,4892014529.284329,206754421.67688745
7,2453471.553014154,-4375104159.732258,4892070135.329237,206754419.5168519
8,2453471.5826114416,-4375138587.123358,4892133639.330424,206754356.80430773
9,2453681.8054158273,-4680171751.578496,4676115433.775553,206691164.48687652
10,2454145.727198722,-4586141114.837593,4571034144.169016,206435458.2134083
11,2454145.7608181736,-4586098901.112584,4571096623.801044,206435324.15825507
12,2454590.5004471205,-4722233217.736556,4636206197.031789,206040375.63131955
13,2454590.5030968618,-4722238496.348893,4636210393.300742,206040367.80140543
14,2454591.507038114,-4724283236.577264,4637780463.675772,206039308.27530482
15,2454591.509687855,-4724288599.414805,4637784582.241073,206039298.57897446
16,2455189.805246891,-4984471189.036752,4213111942.4221888,205297308.51112914
17,2455189.8103372683,-4984459085.854095,4213111119.0638137,205297312.47206172
18,2455189.815467648,-4984446886.766444,4213110294.817366,205297314.56157684
19,2455189.820568026,-4984434758.384476,4213109480.969061,205297314.73585135
20,2455207.4733393695,-4944058784.374664,4217366400.3120484,205267848.73796245
21,2455207.4775695754,-4944049585.39069,4217368961.769816,205267888.04020792
22,2455207.4813497593,-4944041362.684253,4217371250.378387,205267923.594285
23,2455207.4855799656,-4944032158.435874,4217373811.113527,205267963.8357308
24,2455207.5244018603,-4943947553.107656,4217397308.904241,205268349.80563882
25,2455207.532402252,-4943930086.59623,4217402153.995021,205268431.63926986
26,2455207.536632459,-4943920846.813291,4217404716.6736283,205268475.02330774
27,2455209.483403486,-4939697665.569317,4218719078.4724526,205265165.4313381
28,2455209.4876436796,-4939688577.528816,4218722006.0052185,205265206.61927012
29,2455209.4914138517,-4939680494.487461,4218724608.8961453,205265243.57163483
30,2455209.495654045,-4939671401.021424,4218727536.2131467,205265285.471164
31,2455298.541556163,-4881138498.734621,4384968842.301386,205130149.8286236
32,2455298.546655717,-4881144416.221324,4384979573.537374,205130140.01942042
33,2455298.5517852674,-4881150369.813726,4384990371.916411,205130128.22105002
34,2455298.5568948197,-4881156301.644808,4385001132.195197,205130114.54682773
35,2455324.517820102,-4924707758.599754,4432095737.75106,205088968.79056138
36,2455324.5229096045,-4924718382.317225,4432103214.1549,205088940.8713057
37,2455324.5280391024,-4924729092.001291,4432110752.646345,205088910.92545697
38,2455324.5331386034,-4924739741.667588,4432118250.318416,205088879.37912402
39,2455327.5255443156,-4931200040.257246,4436340349.867501,205084209.07079622
40,2455334.5041215606,-4947208216.923996,4444999342.80405,205072720.9038189
41,2455334.5092210677,-4947220223.226161,4445005093.324535,205072687.12655953
42,2455561.657196947,-5064271248.288124,4106183170.642225,204709421.8309305
43,2455561.6641574153,-5064254965.896891,4106183961.469951,204709478.97429895
44,2455561.6699478053,-5064241415.204306,4106184624.4904833,204709525.0051989
45,2455561.6757581965,-5064227812.886438,4106185294.6718345,204709569.74026683
46,2455561.6873589777,-5064200641.19017,4106186647.9874687,204709654.40926385
47,2457779.741717183,-5529528659.829278,3441831214.108868,199266234.18625805
48,2458887.078180745,-5735013384.076023,3093930518.798378,195260630.583498
