,mean,stddev
mass_1,6.181457237334592e+20,6.181457237334593e+19
mass_2,1.6854276266540794e+19,1.6854276266540795e+18
sma_2,9000.0,9.0
ecc_2,0.0009,0.0005
aop_2,257.8505175970156,50.0
inc_2,90.51047227944485,0.2
lan_2,50.940946346437414,0.3
mea_2,218.5,0.4
j2r2_1,1051111.25,105111.125
c22r2_1,105111.125,10511.112500000001
j2r2_2,1380.0,138.0
c22r2_2,138.0,13.8
spaop_1,257.8505175970156,50.0
spinc_1,135.51047227944485,0.2
splan_1,50.940946346437414,0.3
sprate_1,7.624584811831532e-06,7.624584811831533e-07
spaop_2,180.0,20.0
spinc_2,135.51047227944485,0.2
splan_2,50.940946346437414,0.3
sprate_2,0.0002493,2.493e-05
lat_offset,-0.0010278840533703532,0.005
long_offset,0.000798387856861076,0.005
