,time,Lat_Prim,Long_Prim,DeltaLat_Secondary,DeltaLong_Secondary,DeltaLat_Secondary_err,DeltaLong_Secondary_err
0,2453856.6672365246,-17.19978761235772,7.887366374507128,-0.07058106085905826,-1.3204559632485415,0.05405217284227652,0.059719136210442836
1,2453856.697646528,-17.199589707655367,7.887415406337192,-0.07057198247841102,-1.3205032138978898,0.10433154395956716,0.10814804996188783
2,2453856.73051653,-17.199370751854765,7.8874663517076335,-0.07056219155883593,-1.3205543323363897,0.13222352527309747,0.12891196709942213
3,2453857.6031866083,-17.19364436618023,7.888840954357076,-0.0703024367543701,-1.3219064086081784,0.10466497870308328,0.11070565936706163
4,2453912.535681433,-16.924581687324416,7.95250985984955,-0.05318432000377827,-1.378319410681597,0.11622810424687832,0.12245843613890388
5,2453915.534501693,-16.918262293546565,7.953899715818987,-0.05222384501403644,-1.3796763415639863,0.09837942065713913,0.09874513131042302
6,2453915.5474416944,-16.91823248332062,7.9539067562373695,-0.05221969084692613,-1.3796818092156447,0.14192499655495275,0.1408784442183703
7,2453916.5149517786,-16.916439625729762,7.954293202474803,-0.05190963822125228,-1.3800824887111391,0.2216941814044699,0.21879900241774644
8,2454152.734551305,-18.11010422003558,7.647347939409523,0.022396929499941758,-1.3591490044455103,0.11483714697020725,0.12331190880710588
9,2454152.7816413087,-18.110014085765673,7.6473676452589086,0.022412342801326972,-1.359168642524297,0.10470558180210596,0.1117796838056284
10,2454236.4593877373,-17.66912216546386,7.7516008816399635,0.04902174728539787,-1.3592166368984293,0.1349745057433638,0.12760550525249867
11,2454236.49445774,-17.66890447449409,7.751655071264008,0.0490323275885065,-1.3591914132497922,0.0995982945973702,0.09169152401648753
12,2454236.4992377404,-17.668884218691197,7.751658893296247,0.04903376949030446,-1.3591879757870795,0.16926774908909825,0.17411918063642642
13,2454478.9213548545,-18.616422442850247,7.506536082933727,0.09794362390810028,-0.764328186274033,0.05485628263439422,0.05671794863293912
14,2454478.9241448543,-18.616432365831102,7.506533662629624,0.09794365261085607,-0.7643163428450328,0.07903062270207148,0.08199471427874865
15,2455007.6236307938,-18.58141384894736,7.486898266342997,-0.1629913049463625,-0.6639840178145335,0.0123328799155208,0.012925066229098352
16,2455007.629310794,-18.581393214070946,7.486901235522223,-0.16299007758724815,-0.6639961161531672,0.013108247784616759,0.012485697912559369
17,2455007.634990794,-18.581382896631514,7.486902720112151,-0.1629888509095887,-0.6640082156167104,0.012316193183964435,0.014636241354645757
18,2455007.6406807946,-18.58136383898112,7.486909428211689,-0.1629876227432201,-0.6640203374872249,0.013305299712072905,0.014019831137892845
19,2455007.6463607945,-18.581344387023748,7.486915201578647,-0.16298639739289889,-0.6640324392006044,0.014632820622463547,0.015569707641135041
20,2455007.652050795,-18.581332886664047,7.486913881974147,-0.16298517052968786,-0.6640445634232849,0.013920117201029062,0.01452940466932839
21,2455007.6577607947,-18.58131343470616,7.486919655338408,-0.1629839399880193,-0.6640567313350062,0.014950855728503019,0.01462589723935934
22,2455213.8721049423,-19.6741877136608,7.212023513172277,-0.11644824990012938,-0.9058408778042846,0.01743416257198652,0.01909338807588317
23,2455213.8783749426,-19.674207145808094,7.212017635257362,-0.11644695561205266,-0.9058503400708565,0.018051902612053843,0.020588875329253332
24,2455213.884624943,-19.67422736705529,7.21201362766171,-0.11644566610255348,-0.9058597733809421,0.01996739939695691,0.020344573904376
25,2455213.890874943,-19.674246799201843,7.212007749742857,-0.11644437726831415,-0.9058692082249391,0.019908231752771947,0.021577546846757813
26,2455213.897134943,-19.67426741499846,7.2120046773039235,-0.11644308707466224,-0.9058786595410686,0.015999492220891216,0.016466586010141324
27,2455213.9034149433,-19.674295576842045,7.211993522517046,-0.11644179349012275,-0.9058881425745003,0.018009624311953482,0.017612826619630685
28,2455213.909684943,-19.67430588473953,7.211991986295738,-0.11644050271943242,-0.9058976122034614,0.015764452386226566,0.016526362460375046
29,2455296.339045384,-19.529561923485502,7.240909633987978,-0.09730772061139904,-1.0636965423368658,0.02623876749804369,0.0286398975385517
30,2455296.350905384,-19.529491337367094,7.240924079623986,-0.09730447403009525,-1.063720798245798,0.02917874432903684,0.031205585386318638
31,2455296.354815384,-19.529472297118065,7.2409308786277355,-0.09730340295956298,-1.0637287927611314,0.05229317855412738,0.05219085009463235
32,2455296.357435384,-19.529452862343703,7.240936742540282,-0.09730268505842445,-1.0637341492453691,0.0400084006904075,0.03937049237738261
33,2455296.360045384,-19.529441369594053,7.240935466594344,-0.0973019697383213,-1.0637394848572939,0.041588802190342514,0.04266514541785927
34,2455296.365275384,-19.52941202016908,7.240943794913486,-0.09730053588388611,-1.06375017511293,0.045094157679529866,0.04393170318554876
35,2455296.3680353835,-19.529392585393623,7.240949658820196,-0.09729977895176913,-1.0637558159365395,0.02718356864584991,0.02801557942242449
